Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Bolivia,BOL,2012,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,65.0975117686617
Bolivia,BOL,2011,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,64.1090500281057
Bolivia,BOL,2010,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,64.0929535232384
Bolivia,BOL,2009,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,60.1220099534436
Bolivia,BOL,2008,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,58.3375399629817
Bolivia,BOL,2007,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,54.5771418088424
Bolivia,BOL,2006,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,54.3443603029095
Bolivia,BOL,2005,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,57.5819255037655
Bolivia,BOL,2004,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,50.1762114537445
Bolivia,BOL,2003,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,51.7590250632329
Bolivia,BOL,2002,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,44.8506571087216
Bolivia,BOL,2001,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,43.9839236372771
Bolivia,BOL,2000,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,47.6030927835052
Bolivia,BOL,1999,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,50.7343468178305
Bolivia,BOL,1998,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,54.7978436657682
Bolivia,BOL,1997,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,52.3905529953917
Bolivia,BOL,1996,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,52.9647930821495
Bolivia,BOL,1995,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,54.4551175886055
Bolivia,BOL,1994,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,49.8229461756374
Bolivia,BOL,1993,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,39.6831384383252
Bolivia,BOL,1992,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,40.4228855721393
Bolivia,BOL,1991,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,38.1810193321617
Bolivia,BOL,1990,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,41.4765657403567
Bolivia,BOL,2021,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2020,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2019,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2018,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2017,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2016,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2015,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2014,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2013,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2012,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2011,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2010,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2009,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2008,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2007,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2006,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2005,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2004,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2003,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2002,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2001,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2000,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1999,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1998,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1997,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1996,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1995,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1994,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1993,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1992,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1991,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,1990,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bolivia,BOL,2022,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.99859747545582
Bolivia,BOL,2021,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.21527713944296
Bolivia,BOL,2020,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.79615153337342
Bolivia,BOL,2019,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.85630727237278
Bolivia,BOL,2018,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.82338806567881
Bolivia,BOL,2017,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.1734608985025
Bolivia,BOL,2016,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.09519716342538
Bolivia,BOL,2015,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.15899025686448
Bolivia,BOL,2014,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.19329959026271
Bolivia,BOL,2013,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.93976518631955
Bolivia,BOL,2012,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.17888365837256
Bolivia,BOL,2011,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.70039347948286
Bolivia,BOL,2010,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.023988005997
Bolivia,BOL,2009,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.73382565419811
Bolivia,BOL,2008,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.69947837792361
Bolivia,BOL,2007,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.98128783709411
Bolivia,BOL,2006,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.81347150259067
Bolivia,BOL,2005,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.30266639527783
Bolivia,BOL,2004,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.25550660792952
Bolivia,BOL,2003,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.3106461255461
Bolivia,BOL,2002,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.21863799283154
Bolivia,BOL,2001,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.18060788746546
Bolivia,BOL,2000,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.876288659793814
Bolivia,BOL,1999,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.90672507085803
Bolivia,BOL,1998,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.91374663072776
Bolivia,BOL,1997,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.15207373271889
Bolivia,BOL,1996,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.57504632489191
Bolivia,BOL,1995,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.21927790659159
Bolivia,BOL,1994,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.01841359773371
Bolivia,BOL,1993,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.0369671821954
Bolivia,BOL,1992,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.43117744610282
Bolivia,BOL,1991,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.94376098418278
Bolivia,BOL,1990,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,8.25383658233098
Bolivia,BOL,2021,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,38.2551705119956
Bolivia,BOL,2020,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,35.9092002405292
Bolivia,BOL,2019,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,36.3314486254631
Bolivia,BOL,2018,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,29.7072486984381
Bolivia,BOL,2017,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,25.1946755407654
Bolivia,BOL,2016,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,20.8079939830235
Bolivia,BOL,2015,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,29.4512843224092
Bolivia,BOL,2014,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,29.0683297180043
Bolivia,BOL,2013,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,34.1408882082695
Bolivia,BOL,2012,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,33.3300605245461
Bolivia,BOL,2011,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,34.7390387858347
Bolivia,BOL,2010,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,34.3751124437781
Bolivia,BOL,2009,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,38.7860009632365
Bolivia,BOL,2008,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,40.5450109372371
Bolivia,BOL,2007,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,43.9196477710512
Bolivia,BOL,2006,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,43.9772817855719
Bolivia,BOL,2005,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,41.0262568695298
Bolivia,BOL,2004,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,48.4594713656388
Bolivia,BOL,2003,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,46.0595539204415
Bolivia,BOL,2002,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,53.0238948626045
Bolivia,BOL,2001,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,54.2627480532529
Bolivia,BOL,2000,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,49.7688144329897
Bolivia,BOL,1999,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,47.3589281113115
Bolivia,BOL,1998,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,43.288409703504
Bolivia,BOL,1997,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,46.4573732718894
Bolivia,BOL,1996,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,45.4601605929586
Bolivia,BOL,1995,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,43.3256045048029
Bolivia,BOL,1994,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,48.1586402266289
Bolivia,BOL,1993,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,58.2798943794794
Bolivia,BOL,1992,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,54.1459369817579
Bolivia,BOL,1991,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,58.8752196836555
Bolivia,BOL,1990,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,50.2695976773123
Bolivia,BOL,2021,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,925780000
Bolivia,BOL,2020,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,641020000
Bolivia,BOL,2019,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,475880000
Bolivia,BOL,2018,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,355160000
Bolivia,BOL,2017,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,189720000
Bolivia,BOL,2016,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,216600000
Bolivia,BOL,2015,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,197040000
Bolivia,BOL,2014,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,161090000
Bolivia,BOL,2013,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,140280000
Bolivia,BOL,2012,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,126090000
Bolivia,BOL,2011,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,125030000
Bolivia,BOL,2010,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,110820000
Bolivia,BOL,2009,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,119980000
Bolivia,BOL,2008,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,99590000
Bolivia,BOL,2007,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,75060000
Bolivia,BOL,2006,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,47780000
Bolivia,BOL,2005,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,51620000
Bolivia,BOL,2004,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,51060000
Bolivia,BOL,2003,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,16130000
Bolivia,BOL,2002,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,16050000
Bolivia,BOL,2001,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,31200000
Bolivia,BOL,2000,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,-13970000
Bolivia,BOL,1999,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,52000000
Bolivia,BOL,1998,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,50000000
Bolivia,BOL,1997,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,48000000
Bolivia,BOL,1996,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,47000000
Bolivia,BOL,1995,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,45000000
Bolivia,BOL,1994,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,44000000
Bolivia,BOL,1993,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,43000000
Bolivia,BOL,1992,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,41000000
Bolivia,BOL,1991,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,37000000
Bolivia,BOL,1990,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,32000000
Bolivia,BOL,2021,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,8.50978950271165
Bolivia,BOL,2020,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,6.4243335337743
Bolivia,BOL,2019,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,4.63911093780464
Bolivia,BOL,2018,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.55586704044854
Bolivia,BOL,2017,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.97296173044925
Bolivia,BOL,2016,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.32728054152788
Bolivia,BOL,2015,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.18157661647476
Bolivia,BOL,2014,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.9413111593155
Bolivia,BOL,2013,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.79019908116386
Bolivia,BOL,2012,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.69589778076664
Bolivia,BOL,2011,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.75702641933671
Bolivia,BOL,2010,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.66146926536732
Bolivia,BOL,2009,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.92615187028415
Bolivia,BOL,2008,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.67575298670705
Bolivia,BOL,2007,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.37699504678041
Bolivia,BOL,2006,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.952172180151455
Bolivia,BOL,2005,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.05068186444128
Bolivia,BOL,2004,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.12466960352423
Bolivia,BOL,2003,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.370889859737871
Bolivia,BOL,2002,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.383512544802867
Bolivia,BOL,2001,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.783722682743029
Bolivia,BOL,2000,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,-0.360051546391753
Bolivia,BOL,1999,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.33986086060294
Bolivia,BOL,1998,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.34770889487871
Bolivia,BOL,1997,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.38248847926267
Bolivia,BOL,1996,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.45151327980235
Bolivia,BOL,1995,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.49055978800927
Bolivia,BOL,1994,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.55807365439093
Bolivia,BOL,1993,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.6220294228593
Bolivia,BOL,1992,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.69983416252073
Bolivia,BOL,1991,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.62565905096661
Bolivia,BOL,1990,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.32725010369141
Bolivia,BOL,2021,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.8
Bolivia,BOL,2020,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,16.9
Bolivia,BOL,2019,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,13.5
Bolivia,BOL,2018,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.3
Bolivia,BOL,2017,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.3
Bolivia,BOL,2016,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,13.6
Bolivia,BOL,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.2
Bolivia,BOL,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,15
Bolivia,BOL,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,16
Bolivia,BOL,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,17.4
Bolivia,BOL,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,18.1
Bolivia,BOL,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,19.9
Bolivia,BOL,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,20.6
Bolivia,BOL,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,21.3
Bolivia,BOL,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,22.1
Bolivia,BOL,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,23.7
Bolivia,BOL,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,24.6
Bolivia,BOL,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,25.8
Bolivia,BOL,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27
Bolivia,BOL,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.1
Bolivia,BOL,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,29
Bolivia,BOL,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,29.2
Bolivia,BOL,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.8
Bolivia,BOL,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.6
Bolivia,BOL,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32
Bolivia,BOL,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.4
Bolivia,BOL,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.2
Bolivia,BOL,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,35.2
Bolivia,BOL,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,36.9
Bolivia,BOL,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,36.9
Bolivia,BOL,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.1
Bolivia,BOL,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,37
Bolivia,BOL,2022,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,12.9926731774891
Bolivia,BOL,2021,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,12.4748088631785
Bolivia,BOL,2020,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,12.6097276232122
Bolivia,BOL,2019,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,11.5323100965716
Bolivia,BOL,2018,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,11.1471509807297
Bolivia,BOL,2017,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,10.6260362312017
Bolivia,BOL,2016,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,9.68965426773113
Bolivia,BOL,2015,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,9.55057710457924
Bolivia,BOL,2014,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,9.30265752158707
Bolivia,BOL,2013,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,9.42238164221141
Bolivia,BOL,2012,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,8.33658602688063
Bolivia,BOL,2011,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,8.1594692255353
Bolivia,BOL,2010,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,8.15434114753205
Bolivia,BOL,2009,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,8.3915097769199
Bolivia,BOL,2008,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,8.40573815023654
Bolivia,BOL,2007,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.92807571816505
Bolivia,BOL,2006,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.53535894245355
Bolivia,BOL,2005,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.10616918440711
Bolivia,BOL,2004,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.27881294808684
Bolivia,BOL,2003,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.90649490804659
Bolivia,BOL,2002,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.75916561864019
Bolivia,BOL,2001,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.72463846707012
Bolivia,BOL,2000,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.91311127199896
Bolivia,BOL,1999,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.07555029747661
Bolivia,BOL,1998,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,5.8381590066228
Bolivia,BOL,1997,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,5.57304808408323
Bolivia,BOL,1996,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,5.71418209420928
Bolivia,BOL,1995,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.01198421109688
Bolivia,BOL,1994,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.32421541586992
Bolivia,BOL,1993,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.54521976970584
Bolivia,BOL,1992,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.57339930639538
